query_id,query,n_exact_gt,product_id,product_title,esci_label,type,pred_rank,precision,recall,f1,latency_ms
2,!qscreen fence without holes,10,B0079GH6J6,Zareba ESP10M-Z 10-Mile Solar Low Impedance Electric Fence Fence Charger,C,FP,1,0.2,0.2,0.2,8755.07
2,!qscreen fence without holes,10,B07R3TNQDM,"Amgo 6' x 50' Black Fence Privacy Screen Windscreen,with Bindings & Grommets, Heavy Duty for Commercial and Residential, 90% Blockage, Cable Zip Ties Included, (Available for Custom Sizes)",E,TP,2,0.2,0.2,0.2,8755.07
2,!qscreen fence without holes,10,B07R6P8TK8,"Amgo 4' x 50' Black Fence Privacy Screen Windscreen,with Bindings & Grommets, Heavy Duty for Commercial and Residential, 90% Blockage, Cable Zip Ties Included, (Available for Custom Sizes)",E,TP,3,0.2,0.2,0.2,8755.07
2,!qscreen fence without holes,10,B00AED8G68,Viracid 60 Capsules,I,FP,4,0.2,0.2,0.2,8755.07
2,!qscreen fence without holes,10,B086SR1VJB,Daybed Quilt Set Yin Yang Soft All-Season Cotton Blend Bedspread Mystical Third Eye and Floral Design Arts Theme Ying Yang Sign Print Full Size Black and White,I,FP,5,0.2,0.2,0.2,8755.07
2,!qscreen fence without holes,10,B01FVR98NG,"Wrangler Authentics Men's Twill Relaxed Fit Cargo Pant, Khaki Dust, 34W x 34L",I,FP,6,0.2,0.2,0.2,8755.07
2,!qscreen fence without holes,10,B07DS3J3MB,ColourTree 6' x 50' Black Fence Privacy Screen Windscreen Cover Fabric Shade Tarp Netting Mesh Cloth - Commercial Grade 170 GSM - Cable Zip Ties Included - We Make Custom Size,S,FP,7,0.2,0.2,0.2,8755.07
2,!qscreen fence without holes,10,B08B43LLMJ,"Bogar Tech Designs Rear Middle Window American Flag Vinyl Decal Compatible with and Fits F150 F250 F350, Thin Blue Line",I,FP,8,0.2,0.2,0.2,8755.07
2,!qscreen fence without holes,10,B0079GH86C,"Zareba ESP5M-Z 5-Mile Solar Low Impedance Electric Fence Charger, Black",I,FP,9,0.2,0.2,0.2,8755.07
2,!qscreen fence without holes,10,B018JYCBWI,"Zippity Outdoor Products ZP19008 Wilmington Vinyl Privacy Screen, 36"" x 48"" White , 2- Pack",I,FP,10,0.2,0.2,0.2,8755.07
2,!qscreen fence without holes,10,B018JYCD80,"Zippity Outdoor Products ZP19001 No Dig Madison Vinyl Picket Fence, White, 30"" x 56"" (1 Box, 2 Panels), 1 x Pack of 2",E,FN,,0.2,0.2,0.2,8755.07
2,!qscreen fence without holes,10,B0019Y6TTC,Garden Creations JB4710 Extendable Instant Fence,E,FN,,0.2,0.2,0.2,8755.07
2,!qscreen fence without holes,10,B08NG85RHL,Orgrimmar Green 6’x50’ Fence Privacy Screen Heavy Duty Garden Fence Mesh Shade Net Cover for Outdoor Wall Porch Patio Backyard Balcony,E,FN,,0.2,0.2,0.2,8755.07
2,!qscreen fence without holes,10,B077Z8Z8D8,"DAP INC 18741 Platinum 16OZ Patch Filler, 16.0 Fl Oz, White",E,FN,,0.2,0.2,0.2,8755.07
2,!qscreen fence without holes,10,B001OJXVKW,Windscreen4less Heavy Duty Privacy Screen Fence in Color Solid Black 6' x 50' Brass Grommets 150 GSM - Customized,E,FN,,0.2,0.2,0.2,8755.07
2,!qscreen fence without holes,10,B07MFP4PPQ,"Sunnyglade 6 feet x 50 feet Privacy Screen Fence Heavy Duty Fencing Mesh Shade Net Cover for Wall Garden Yard Backyard (6 ft X 50 ft, Green)",E,FN,,0.2,0.2,0.2,8755.07
2,!qscreen fence without holes,10,B07DHX8YH2,"Zippity Outdoor Products ZP19026 Lightweight Portable Vinyl Picket Fence Kit w/Metal Base(42"" H x 92"" W), White",E,FN,,0.2,0.2,0.2,8755.07
2,!qscreen fence without holes,10,B01EYHHO2G,"Zippity Outdoor Products ZP19014 Premium Vinyl Privacy Screen, 48""W x 48""H (Unassembled), White",E,FN,,0.2,0.2,0.2,8755.07
12,#1 black natural hair dye without ammonia or peroxide,22,B016R952BO,"ONC NATURALCOLORS (1N Black) 4 fl. oz. (120 mL) Healthier Permanent Hair Dye with Certified Organic Ingredients, Ammonia Free, Vegan Friendly, 100% Gray Coverage",E,TP,1,0.5,0.5,0.5,1842.77
12,#1 black natural hair dye without ammonia or peroxide,22,B003CJJD22,"Naturcolor Haircolor Hair Dye - Sagebrush Brown, 4 Fl Oz (6N)",E,TP,2,0.5,0.5,0.5,1842.77
12,#1 black natural hair dye without ammonia or peroxide,22,B0856TD2Z2,"Herb Speedy PPD Free Hair Dye, Ammonia Free Hair Color Soft Black Contains Sun Protection Odorless No more Eye and/or Scalp Irritations From Coloring For Sensitive Scalp",E,TP,3,0.5,0.5,0.5,1842.77
12,#1 black natural hair dye without ammonia or peroxide,22,B000GWJ43G,"Herbatint Permanent Haircolor Gel, 1N Black, 4.56 Ounce",E,TP,4,0.5,0.5,0.5,1842.77
12,#1 black natural hair dye without ammonia or peroxide,22,B0001TQCSO,"Naturtint Permanent Hair Color 5N Light Chestnut Brown (Pack of 1), Ammonia Free, Vegan, Cruelty Free, up to 100% Gray Coverage, Long Lasting Results",S,FP,5,0.5,0.5,0.5,1842.77
12,#1 black natural hair dye without ammonia or peroxide,22,B0086XL9DK,"Hair Color For All by Discovery Naturals | Natural Hair Dye For Men & Women I 100% Natural & Chemical-Free Pure Hair & Beard Color, Midnight Natural Black",E,TP,6,0.5,0.5,0.5,1842.77
12,#1 black natural hair dye without ammonia or peroxide,22,B07CCDV8TJ,"Herb Speedy PPD Free Hair Dye, Ammonia Free Hair Color Dark Brown Contains Sun Protection Odorless No more Eye and/or Scalp Irritations From Coloring For Sensitive Scalp",E,TP,7,0.5,0.5,0.5,1842.77
12,#1 black natural hair dye without ammonia or peroxide,22,B00BP8OQ4W,"Garnier Olia Ammonia-Free Brilliant Color Oil-Rich Permanent Hair Color, 6.0 Light Brown (Pack of 1) Brown Hair Dye (Packaging May Vary)",S,FP,8,0.5,0.5,0.5,1842.77
12,#1 black natural hair dye without ammonia or peroxide,22,B07DG84Z8R,"Permanent Hair Color by Revlon, Permanent Hair Dye, Colorsilk with 100% Gray Coverage, Ammonia-Free, Keratin and Amino Acids, 11 Soft Black, 4.4 Oz (Pack of 3)",E,TP,9,0.5,0.5,0.5,1842.77
12,#1 black natural hair dye without ammonia or peroxide,22,B00014HDT6,"Herbal Care Herbatint Permanent Haircolor Gel Ounce, Chestnut, 4.56 Fl Oz",S,FP,10,0.5,0.5,0.5,1842.77
12,#1 black natural hair dye without ammonia or peroxide,22,B078WS99YM,"naturcolor Haircolor Hair Dye - Burdock, 4 Fl Oz (4N)",E,TP,11,0.5,0.5,0.5,1842.77
