query_id,query,n_exact_gt,product_id,product_title,esci_label,type,pred_rank,precision,recall,f1,latency_ms
2,!qscreen fence without holes,10,B001OJXVKW,Windscreen4less Heavy Duty Privacy Screen Fence in Color Solid Black 6' x 50' Brass Grommets 150 GSM - Customized,E,TP,1,0.5,0.5,0.5,33733.08
2,!qscreen fence without holes,10,B07R6P8TK8,"Amgo 4' x 50' Black Fence Privacy Screen Windscreen,with Bindings & Grommets, Heavy Duty for Commercial and Residential, 90% Blockage, Cable Zip Ties Included, (Available for Custom Sizes)",E,TP,2,0.5,0.5,0.5,33733.08
2,!qscreen fence without holes,10,B07DS1YCRZ,ColourTree 4' x 50' Green Fence Privacy Screen Windscreen Cover Fabric Shade Tarp Netting Mesh Cloth - Commercial Grade 170 GSM - Cable Zip Ties Included - We Make Custom Size,S,FP,3,0.5,0.5,0.5,33733.08
2,!qscreen fence without holes,10,B0019Y6TTC,Garden Creations JB4710 Extendable Instant Fence,E,TP,4,0.5,0.5,0.5,33733.08
2,!qscreen fence without holes,10,B018JYCD9Y,"Zippity Outdoor Products ZP19002 No Dig Fence Newport, 36""H x 72""W, White",S,FP,5,0.5,0.5,0.5,33733.08
2,!qscreen fence without holes,10,B01JLK7L56,Amagabeli Decorative Garden Fence Outdoor Coated Metal Rustproof 32in x 10ft Landscape Wrought Iron Wire Border Folding Patio Fences Flower Bed Fencing Barrier Section Panels Decor Picket Edging Black,I,FP,6,0.5,0.5,0.5,33733.08
2,!qscreen fence without holes,10,B08NG85RHL,Orgrimmar Green 6’x50’ Fence Privacy Screen Heavy Duty Garden Fence Mesh Shade Net Cover for Outdoor Wall Porch Patio Backyard Balcony,E,TP,7,0.5,0.5,0.5,33733.08
2,!qscreen fence without holes,10,B01N4AMZ8Y,"Houseables Plastic Mesh Fence, Construction Barrier Netting, Green, 4'x100' Feet, 1 Roll, Garden Fencing, Fences Wrap, Above Ground, for Snow, Poultry, Chicken, Safety, Deer, Patio, Garden Netting",S,FP,8,0.5,0.5,0.5,33733.08
2,!qscreen fence without holes,10,B07DS3J3MB,ColourTree 6' x 50' Black Fence Privacy Screen Windscreen Cover Fabric Shade Tarp Netting Mesh Cloth - Commercial Grade 170 GSM - Cable Zip Ties Included - We Make Custom Size,S,FP,9,0.5,0.5,0.5,33733.08
2,!qscreen fence without holes,10,B07R3TNQDM,"Amgo 6' x 50' Black Fence Privacy Screen Windscreen,with Bindings & Grommets, Heavy Duty for Commercial and Residential, 90% Blockage, Cable Zip Ties Included, (Available for Custom Sizes)",E,TP,10,0.5,0.5,0.5,33733.08
2,!qscreen fence without holes,10,B07DHX8YH2,"Zippity Outdoor Products ZP19026 Lightweight Portable Vinyl Picket Fence Kit w/Metal Base(42"" H x 92"" W), White",E,FN,,0.5,0.5,0.5,33733.08
2,!qscreen fence without holes,10,B018JYCD80,"Zippity Outdoor Products ZP19001 No Dig Madison Vinyl Picket Fence, White, 30"" x 56"" (1 Box, 2 Panels), 1 x Pack of 2",E,FN,,0.5,0.5,0.5,33733.08
2,!qscreen fence without holes,10,B01EYHHO2G,"Zippity Outdoor Products ZP19014 Premium Vinyl Privacy Screen, 48""W x 48""H (Unassembled), White",E,FN,,0.5,0.5,0.5,33733.08
2,!qscreen fence without holes,10,B077Z8Z8D8,"DAP INC 18741 Platinum 16OZ Patch Filler, 16.0 Fl Oz, White",E,FN,,0.5,0.5,0.5,33733.08
2,!qscreen fence without holes,10,B07MFP4PPQ,"Sunnyglade 6 feet x 50 feet Privacy Screen Fence Heavy Duty Fencing Mesh Shade Net Cover for Wall Garden Yard Backyard (6 ft X 50 ft, Green)",E,FN,,0.5,0.5,0.5,33733.08
12,#1 black natural hair dye without ammonia or peroxide,22,B003CJJD22,"Naturcolor Haircolor Hair Dye - Sagebrush Brown, 4 Fl Oz (6N)",E,TP,1,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B00KJRX8JY,Redken Color Fusion Advanced Performance Color Cream 5N Neutral by Redken [Beauty],I,FP,2,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B00BP8OQ4W,"Garnier Olia Ammonia-Free Brilliant Color Oil-Rich Permanent Hair Color, 6.0 Light Brown (Pack of 1) Brown Hair Dye (Packaging May Vary)",S,FP,3,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B07L1PCSXT,"Clairol Natural Instincts Semi-Permanent Hair Dye, 2 Black Hair Color, 3 Count",E,TP,4,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B01I000RA4,Zenia Pure Natural Henna Powder Hair Dye Color 100 grams (3.5oz),E,TP,5,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B0856TD2Z2,"Herb Speedy PPD Free Hair Dye, Ammonia Free Hair Color Soft Black Contains Sun Protection Odorless No more Eye and/or Scalp Irritations From Coloring For Sensitive Scalp",E,TP,6,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B002KRHIH4,MANIC PANIC Purple Haze Hair Dye Classic,I,FP,7,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B0046NEYB8,"SoftSheen-Carson Dark & Natural Hair Color for Men 5 Minutes, Natural Looking Gray Coverage for Up To 6 Weeks, Shampoo-in Permanent Hair Dye, Jet Black, Ammonia Free, Natural Black",E,TP,8,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B001E5ED30,"Clairol Natural Instincts Semi-Permanent Hair Dye for Men, M19 Black Hair Color, 3 Count",E,TP,9,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B07DG84Z8R,"Permanent Hair Color by Revlon, Permanent Hair Dye, Colorsilk with 100% Gray Coverage, Ammonia-Free, Keratin and Amino Acids, 11 Soft Black, 4.4 Oz (Pack of 3)",E,TP,10,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B0798QYSCW,Nisha Natural Henna Based Hair Color (Natural Black) 10GM Pack of 10,E,TP,11,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B07YDZQDK1,"Revlon Total Color Permanent Hair Color, Clean and Vegan, 100% Gray Coverage Hair Dye, 30 Darkest Brown, 3.5 oz",S,FP,12,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B000GWJ43G,"Herbatint Permanent Haircolor Gel, 1N Black, 4.56 Ounce",E,TP,13,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B0001TQCSO,"Naturtint Permanent Hair Color 5N Light Chestnut Brown (Pack of 1), Ammonia Free, Vegan, Cruelty Free, up to 100% Gray Coverage, Long Lasting Results",S,FP,14,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B078WS99YM,"naturcolor Haircolor Hair Dye - Burdock, 4 Fl Oz (4N)",E,TP,15,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B07BVV4MMW,"Garnier Hair Color Nutrisse Nourishing Creme, 20 Soft Black (Black Tea), 2 Count",I,FP,16,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B001E0VWRA,"Naturtint Permanent Hair Color 3N Dark Chestnut Brown (Pack of 6), Ammonia Free, Vegan, Cruelty Free, up to 100% Gray Coverage, Long Lasting Results",E,TP,17,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B078WSD1NW,"naturcolor Haircolor Hair Dye - Light Burdock, 4 Ounce (5N)",E,TP,18,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B01LTHLDAS,"REVLON Colorsilk Beautiful Color Permanent Hair Color with 3D Gel Technology & Keratin, 100% Gray Coverage Hair Dye, 12 Natural Blue Black",E,TP,19,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B016R952BO,"ONC NATURALCOLORS (1N Black) 4 fl. oz. (120 mL) Healthier Permanent Hair Dye with Certified Organic Ingredients, Ammonia Free, Vegan Friendly, 100% Gray Coverage",E,TP,20,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B07CCDV8TJ,"Herb Speedy PPD Free Hair Dye, Ammonia Free Hair Color Dark Brown Contains Sun Protection Odorless No more Eye and/or Scalp Irritations From Coloring For Sensitive Scalp",E,TP,21,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B078WS2PP3,"naturcolor Haircolor - Poppy Seed Hair Dye, 4 Fl Oz (2N)",S,FP,22,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B0086XL9DK,"Hair Color For All by Discovery Naturals | Natural Hair Dye For Men & Women I 100% Natural & Chemical-Free Pure Hair & Beard Color, Midnight Natural Black",E,FN,,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B00F2LGCRC,"Wella Color Charm Demi Permanent Hair Color3N Dark Natural Brown, 2 Ounce (Pack of 1)",E,FN,,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B07SBTDXV4,"Clairol Professional Beautiful Advanced Gray Solutions 1a Midnight Black, 3 oz",E,FN,,0.6818,0.6818,0.6818,17445.47
12,#1 black natural hair dye without ammonia or peroxide,22,B07D9P7S14,"L'Oreal Paris Excellence Creme Permanent Hair Color, 3 Natural Black, 100 percent Gray Coverage Hair Dye, Pack of 2",E,FN,,0.6818,0.6818,0.6818,17445.47
