query_id,query,n_exact_gt,product_id,product_title,esci_label,type,pred_rank,precision,recall,f1,latency_ms
2,!qscreen fence without holes,10,B01N4AMZ8Y,"Houseables Plastic Mesh Fence, Construction Barrier Netting, Green, 4'x100' Feet, 1 Roll, Garden Fencing, Fences Wrap, Above Ground, for Snow, Poultry, Chicken, Safety, Deer, Patio, Garden Netting",S,FP,1,0.4,0.4,0.4,7814.12
2,!qscreen fence without holes,10,B001OJXVKW,Windscreen4less Heavy Duty Privacy Screen Fence in Color Solid Black 6' x 50' Brass Grommets 150 GSM - Customized,E,TP,2,0.4,0.4,0.4,7814.12
2,!qscreen fence without holes,10,B07L6W8HBL,CandyHome Green Anti Bird Protection Net Mesh Garden Plant Netting Protect Seedlings Plants Flowers Fruit Trees Vegetables from Rodents Birds Deer Reusable Fencing (13Ft x 33Ft),I,FP,3,0.4,0.4,0.4,7814.12
2,!qscreen fence without holes,10,B018JYCBWI,"Zippity Outdoor Products ZP19008 Wilmington Vinyl Privacy Screen, 36"" x 48"" White , 2- Pack",I,FP,4,0.4,0.4,0.4,7814.12
2,!qscreen fence without holes,10,B018JYCD9Y,"Zippity Outdoor Products ZP19002 No Dig Fence Newport, 36""H x 72""W, White",S,FP,5,0.4,0.4,0.4,7814.12
2,!qscreen fence without holes,10,B07MFP4PPQ,"Sunnyglade 6 feet x 50 feet Privacy Screen Fence Heavy Duty Fencing Mesh Shade Net Cover for Wall Garden Yard Backyard (6 ft X 50 ft, Green)",E,TP,6,0.4,0.4,0.4,7814.12
2,!qscreen fence without holes,10,B07R3TNQDM,"Amgo 6' x 50' Black Fence Privacy Screen Windscreen,with Bindings & Grommets, Heavy Duty for Commercial and Residential, 90% Blockage, Cable Zip Ties Included, (Available for Custom Sizes)",E,TP,7,0.4,0.4,0.4,7814.12
2,!qscreen fence without holes,10,B07DS1YCRZ,ColourTree 4' x 50' Green Fence Privacy Screen Windscreen Cover Fabric Shade Tarp Netting Mesh Cloth - Commercial Grade 170 GSM - Cable Zip Ties Included - We Make Custom Size,S,FP,8,0.4,0.4,0.4,7814.12
2,!qscreen fence without holes,10,B07DS3J3MB,ColourTree 6' x 50' Black Fence Privacy Screen Windscreen Cover Fabric Shade Tarp Netting Mesh Cloth - Commercial Grade 170 GSM - Cable Zip Ties Included - We Make Custom Size,S,FP,9,0.4,0.4,0.4,7814.12
2,!qscreen fence without holes,10,B07R6P8TK8,"Amgo 4' x 50' Black Fence Privacy Screen Windscreen,with Bindings & Grommets, Heavy Duty for Commercial and Residential, 90% Blockage, Cable Zip Ties Included, (Available for Custom Sizes)",E,TP,10,0.4,0.4,0.4,7814.12
2,!qscreen fence without holes,10,B077Z8Z8D8,"DAP INC 18741 Platinum 16OZ Patch Filler, 16.0 Fl Oz, White",E,FN,,0.4,0.4,0.4,7814.12
2,!qscreen fence without holes,10,B0019Y6TTC,Garden Creations JB4710 Extendable Instant Fence,E,FN,,0.4,0.4,0.4,7814.12
2,!qscreen fence without holes,10,B018JYCD80,"Zippity Outdoor Products ZP19001 No Dig Madison Vinyl Picket Fence, White, 30"" x 56"" (1 Box, 2 Panels), 1 x Pack of 2",E,FN,,0.4,0.4,0.4,7814.12
2,!qscreen fence without holes,10,B01EYHHO2G,"Zippity Outdoor Products ZP19014 Premium Vinyl Privacy Screen, 48""W x 48""H (Unassembled), White",E,FN,,0.4,0.4,0.4,7814.12
2,!qscreen fence without holes,10,B08NG85RHL,Orgrimmar Green 6’x50’ Fence Privacy Screen Heavy Duty Garden Fence Mesh Shade Net Cover for Outdoor Wall Porch Patio Backyard Balcony,E,FN,,0.4,0.4,0.4,7814.12
2,!qscreen fence without holes,10,B07DHX8YH2,"Zippity Outdoor Products ZP19026 Lightweight Portable Vinyl Picket Fence Kit w/Metal Base(42"" H x 92"" W), White",E,FN,,0.4,0.4,0.4,7814.12
12,#1 black natural hair dye without ammonia or peroxide,22,B000GWJ43G,"Herbatint Permanent Haircolor Gel, 1N Black, 4.56 Ounce",E,TP,1,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B01I000RA4,Zenia Pure Natural Henna Powder Hair Dye Color 100 grams (3.5oz),E,TP,2,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B00118YOYI,"Tints of Nature 3 in 1 Lightener Kit | A Natural, Healthier Way For Home Hair Highlights and Brightening | Vegan-Friendly and Cruelty-Free Permanent and Semi-Permanent Hair Dye Brightening Kit",I,FP,3,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B078WSD1NW,"naturcolor Haircolor Hair Dye - Light Burdock, 4 Ounce (5N)",E,TP,4,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B00014HDT6,"Herbal Care Herbatint Permanent Haircolor Gel Ounce, Chestnut, 4.56 Fl Oz",S,FP,5,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B078WS99YM,"naturcolor Haircolor Hair Dye - Burdock, 4 Fl Oz (4N)",E,TP,6,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B0798QYSCW,Nisha Natural Henna Based Hair Color (Natural Black) 10GM Pack of 10,E,TP,7,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B001E5ED30,"Clairol Natural Instincts Semi-Permanent Hair Dye for Men, M19 Black Hair Color, 3 Count",E,TP,8,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B07C4QR12V,"Herb Speedy PPD Free Hair Dye, Ammonia Free Hair Color Natural Black Contains Sun Protection Odorless No more Eye and/or Scalp Irritations From Coloring For Sensitive Scalp",E,TP,9,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B003CJJD22,"Naturcolor Haircolor Hair Dye - Sagebrush Brown, 4 Fl Oz (6N)",E,TP,10,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B07DG84Z8R,"Permanent Hair Color by Revlon, Permanent Hair Dye, Colorsilk with 100% Gray Coverage, Ammonia-Free, Keratin and Amino Acids, 11 Soft Black, 4.4 Oz (Pack of 3)",E,TP,11,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B0185LCA0I,"L'Oreal Paris Superior Preference Fade-Defying + Shine Permanent Hair Color, 5C Cool Medium Brown, Pack of 1, Hair Dye",S,FP,12,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B0046NEYB8,"SoftSheen-Carson Dark & Natural Hair Color for Men 5 Minutes, Natural Looking Gray Coverage for Up To 6 Weeks, Shampoo-in Permanent Hair Dye, Jet Black, Ammonia Free, Natural Black",E,TP,13,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B07FSPYPFL,"L'Oreal Paris Hair Makeup Temporary 1-Day Hair Color for Brunettes, Blue 60, 1 Fl Oz",S,FP,14,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B000H5HY7A,"Herbatint Permanent Haircolor Gel, 5N Light Chestnut (5N) 4.56 Fl Oz",E,TP,15,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B001E0VWRA,"Naturtint Permanent Hair Color 3N Dark Chestnut Brown (Pack of 6), Ammonia Free, Vegan, Cruelty Free, up to 100% Gray Coverage, Long Lasting Results",E,TP,16,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B07SBTDXV4,"Clairol Professional Beautiful Advanced Gray Solutions 1a Midnight Black, 3 oz",E,TP,17,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B07YDZQDK1,"Revlon Total Color Permanent Hair Color, Clean and Vegan, 100% Gray Coverage Hair Dye, 30 Darkest Brown, 3.5 oz",S,FP,18,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B07CCDV8TJ,"Herb Speedy PPD Free Hair Dye, Ammonia Free Hair Color Dark Brown Contains Sun Protection Odorless No more Eye and/or Scalp Irritations From Coloring For Sensitive Scalp",E,TP,19,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B00BP8OQ4W,"Garnier Olia Ammonia-Free Brilliant Color Oil-Rich Permanent Hair Color, 6.0 Light Brown (Pack of 1) Brown Hair Dye (Packaging May Vary)",S,FP,20,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B01LTHLDAS,"REVLON Colorsilk Beautiful Color Permanent Hair Color with 3D Gel Technology & Keratin, 100% Gray Coverage Hair Dye, 12 Natural Blue Black",E,TP,21,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B07B9Y13C6,Indus Valley Damage Free Permanent Gel Hair Color (Black 1.0),E,TP,22,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B00F2LGCRC,"Wella Color Charm Demi Permanent Hair Color3N Dark Natural Brown, 2 Ounce (Pack of 1)",E,FN,,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B07D9P7S14,"L'Oreal Paris Excellence Creme Permanent Hair Color, 3 Natural Black, 100 percent Gray Coverage Hair Dye, Pack of 2",E,FN,,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B0856TD2Z2,"Herb Speedy PPD Free Hair Dye, Ammonia Free Hair Color Soft Black Contains Sun Protection Odorless No more Eye and/or Scalp Irritations From Coloring For Sensitive Scalp",E,FN,,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B0086XL9DK,"Hair Color For All by Discovery Naturals | Natural Hair Dye For Men & Women I 100% Natural & Chemical-Free Pure Hair & Beard Color, Midnight Natural Black",E,FN,,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B016R952BO,"ONC NATURALCOLORS (1N Black) 4 fl. oz. (120 mL) Healthier Permanent Hair Dye with Certified Organic Ingredients, Ammonia Free, Vegan Friendly, 100% Gray Coverage",E,FN,,0.7273,0.7273,0.7273,1543.03
12,#1 black natural hair dye without ammonia or peroxide,22,B07L1PCSXT,"Clairol Natural Instincts Semi-Permanent Hair Dye, 2 Black Hair Color, 3 Count",E,FN,,0.7273,0.7273,0.7273,1543.03
13,#1 rated resveratrol supplement without tea leaves,33,B088JTCWCQ,"RESVERATROL (Most Potent) Natural Antioxidant Supplement, Piperine Enhanced. Anti-Aging, Boosts Immune System, Cardiovascular Health, 100% Vegan, 1200mg, Highest Absorption Trans-Resveratrol",E,TP,1,0.8788,0.8788,0.8788,1833.81
13,#1 rated resveratrol supplement without tea leaves,33,B00AQ4JYLG,Puritan's Pride Resveratrol 100 mg / 120 Softgels,E,TP,2,0.8788,0.8788,0.8788,1833.81
13,#1 rated resveratrol supplement without tea leaves,33,B08HVQ71X1,"Nutrica Life Trans Resveratrol Supplement 500mg Potent Anti Aging Formula, Powerful Antioxidant for Heart & Cellular Health, Anti-Inflammatory & Brain Booster Supplements with Bioperine, 60 Vegan Caps",E,TP,3,0.8788,0.8788,0.8788,1833.81
13,#1 rated resveratrol supplement without tea leaves,33,B013GVCD6I,"Zhou Resveratrol Supplement | Healthy Aging, Immune System & Heart Health Support | Powerful Antioxidant Benefits | 30 Servings, 60 Veg Caps",E,TP,4,0.8788,0.8788,0.8788,1833.81
13,#1 rated resveratrol supplement without tea leaves,33,B07R634S5D,Ultra High Purity Resveratrol Capsules - 98% Trans-Resveratrol - Highly Purified and Highly Bioavailable - 60 Caps Reservatrol Supplement,E,TP,5,0.8788,0.8788,0.8788,1833.81
